Date,FutureDate,Tenor,Rate
2005-07-27,2006-07-27,243,0.02316170551408205
2005-07-27,2006-07-27,273,0.02329678351670747
2005-07-27,2006-07-27,304,0.02343209229065867
2005-07-27,2006-07-27,335,0.023564251596926038
2005-07-27,2006-07-27,365,0.023689904826957972
2005-07-27,2006-07-27,547,0.02443356785770523
2005-07-27,2006-07-27,730,0.025159164383561666
2005-07-27,2006-07-27,1095,0.026468434804667675
2005-07-27,2006-07-27,1460,0.02782371765601215
2005-07-27,2006-07-27,1825,0.029057136986301378
2005-07-27,2006-07-27,2190,0.030267506976154213
2005-07-27,2006-07-27,2555,0.03133692704935857
2005-07-27,2006-07-27,2920,0.03231079789764079
2005-07-27,2006-07-27,3285,0.03317077181633689
2005-07-27,2006-07-27,3650,0.033277077625570764
2005-07-28,2006-07-28,30,0.022584077826283137
2005-07-28,2006-07-28,61,0.022691931506848697
2005-07-28,2006-07-28,91,0.02279630603642924
2005-07-28,2006-07-28,122,0.022904159716995418
2005-07-28,2006-07-28,152,0.023008534246575195
2005-07-28,2006-07-28,182,0.023112908776155617
2005-07-28,2006-07-28,213,0.023274303426437888
2005-07-28,2006-07-28,243,0.023426749047563776
2005-07-28,2006-07-28,273,0.02357340820785831
2005-07-28,2006-07-28,304,0.023720696708486713
2005-07-28,2006-07-28,335,0.02386484497966413
2005-07-28,2006-07-28,365,0.02400210701275039
2005-07-28,2006-07-28,547,0.024773180361656537
2005-07-28,2006-07-28,730,0.025533576103500773
2005-07-28,2006-07-28,1095,0.02663450989345509
2005-07-28,2006-07-28,1460,0.027975120433789934
2005-07-28,2006-07-28,1825,0.029182161796042622
2005-07-28,2006-07-28,2190,0.03037807210806696
2005-07-28,2006-07-28,2555,0.03142468313763859
2005-07-28,2006-07-28,2920,0.032385743483637736
2005-07-28,2006-07-28,3285,0.03321505965668864
2005-07-28,2006-07-28,3650,0.0333172815829528
2005-07-29,2006-07-29,30,0.023082459732049372
2005-07-29,2006-07-29,61,0.02321013698630228
2005-07-29,2006-07-29,91,0.023333695619448876
2005-07-29,2006-07-29,122,0.02346137287370169
2005-07-29,2006-07-29,152,0.02358493150684958
2005-07-29,2006-07-29,182,0.023708490139997054
2005-07-29,2006-07-29,213,0.023862375648609845
2005-07-29,2006-07-29,243,0.024009465035892984
2005-07-29,2006-07-29,273,0.024153721956037513
2005-07-29,2006-07-29,304,0.024300702517650794
2005-07-29,2006-07-29,335,0.024446145939898987
2005-07-29,2006-07-29,365,0.024585802975106243
2005-07-29,2006-07-29,547,0.025284248698801918
2005-07-29,2006-07-29,730,0.02599898877473367
2005-07-29,2006-07-29,1095,0.02685745560629127
2005-07-29,2006-07-29,1460,0.028127432458143108
2005-07-29,2006-07-29,1825,0.02931294216133943
2005-07-29,2006-07-29,2190,0.030521303272450544
2005-07-29,2006-07-29,2555,0.0315916095890411
2005-07-29,2006-07-29,2920,0.03254626545852361
2005-07-29,2006-07-29,3285,0.03337071051073905
2005-07-29,2006-07-29,3650,0.0334723896499239
2005-08-01,2006-08-01,30,0.023329741306638473
2005-08-01,2006-08-01,61,0.023472034246574507
2005-08-01,2006-08-01,91,0.023609737091675156
2005-08-01,2006-08-01,122,0.0237520300316122
2005-08-01,2006-08-01,152,0.02388973287671184
2005-08-01,2006-08-01,182,0.024027435721812155
2005-08-01,2006-08-01,213,0.024169070173889237
2005-08-01,2006-08-01,243,0.024306181803881423
2005-08-01,2006-08-01,273,0.024443364600201082
2005-08-01,2006-08-01,304,0.024585172540512217
2005-08-01,2006-08-01,335,0.024727019101770796
2005-08-01,2006-08-01,365,0.024864317471159726
2005-08-01,2006-08-01,547,0.02555393815670017
2005-08-01,2006-08-01,730,0.026271527492389663
2005-08-01,2006-08-01,1095,0.027392627917300835
2005-08-01,2006-08-01,1460,0.028757331953957382
2005-08-01,2006-08-01,1825,0.029939043645357693
2005-08-01,2006-08-01,2190,0.03110192690892945
2005-08-01,2006-08-01,2555,0.03213921686779734
2005-08-01,2006-08-01,2920,0.03308477066685693
2005-08-01,2006-08-01,3285,0.033850621448503294
2005-08-01,2006-08-01,3650,0.03394430593607305
2005-08-02,2006-08-02,30,0.023512815745899144
2005-08-02,2006-08-02,61,0.023658972602740348
2005-08-02,2006-08-02,91,0.02380041472226467
2005-08-02,2006-08-02,122,0.023946571579105878
2005-08-02,2006-08-02,152,0.024088013698629996
2005-08-02,2006-08-02,182,0.024229455818154826
2005-08-02,2006-08-02,213,0.024373709404437338
2005-08-02,2006-08-02,243,0.02451344269624103
2005-08-02,2006-08-02,273,0.02465338168473963
2005-08-02,2006-08-02,304,0.02479813671542078
2005-08-02,2006-08-02,335,0.024943003374753518
2005-08-02,2006-08-02,365,0.025083276411657595
2005-08-02,2006-08-02,547,0.025783887618661218
2005-08-02,2006-08-02,730,0.026514288432267955
2005-08-02,2006-08-02,1095,0.027776032470826956
2005-08-02,2006-08-02,1460,0.029178835140791486
2005-08-02,2006-08-02,1825,0.030374504946727554
2005-08-02,2006-08-02,2190,0.03150996226534753
2005-08-02,2006-08-02,2555,0.03250946211132856
2005-08-02,2006-08-02,2920,0.03344838351407916
2005-08-02,2006-08-02,3285,0.03425514184846948
2005-08-02,2006-08-02,3650,0.034354596651445954
2005-08-03,2006-08-03,30,0.023289547117265736
2005-08-03,2006-08-03,61,0.02342176027397177
2005-08-03,2006-08-03,91,0.023549708490139855
2005-08-03,2006-08-03,122,0.02368192164684613
2005-08-03,2006-08-03,152,0.02380986986301356
2005-08-03,2006-08-03,182,0.023937818079180898
2005-08-03,2006-08-03,213,0.024095384112329355
2005-08-03,2006-08-03,243,0.0242460950922432
2005-08-03,2006-08-03,273,0.024394066050314092
2005-08-03,2006-08-03,304,0.024544952498256202
2005-08-03,2006-08-03,335,0.024694351975571863
2005-08-03,2006-08-03,365,0.024837873178506484
2005-08-03,2006-08-03,547,0.025564160891183678
2005-08-03,2006-08-03,730,0.02630656554414008
2005-08-03,2006-08-03,1095,0.027596646816336893
2005-08-03,2006-08-03,1460,0.02894894487252664
2005-08-03,2006-08-03,1825,0.030147891057838667
2005-08-03,2006-08-03,2190,0.0313195886288686
2005-08-03,2006-08-03,2555,0.03234492626114373
2005-08-03,2006-08-03,2920,0.03328756580574581
2005-08-03,2006-08-03,3285,0.034090689307458136
2005-08-03,2006-08-03,3650,0.03418960273972603
2005-08-04,2006-08-04,30,0.02351876072557719
2005-08-04,2006-08-04,61,0.023662061643835785
2005-08-04,2006-08-04,91,0.023800739951828537
2005-08-04,2006-08-04,122,0.023944040870088685
2005-08-04,2006-08-04,152,0.02408271917808213
2005-08-04,2006-08-04,182,0.02422139748607576
2005-08-04,2006-08-04,213,0.024376369609428183
2005-08-04,2006-08-04,243,0.024525526763274238
2005-08-04,2006-08-04,273,0.024673422547154687
2005-08-04,2006-08-04,304,0.024825319721238213
2005-08-04,2006-08-04,335,0.024976532367900078
2005-08-04,2006-08-04,365,0.02512237970552514
2005-08-04,2006-08-04,547,0.02581613790126443
2005-08-04,2006-08-04,730,0.026540037100456656
2005-08-04,2006-08-04,1095,0.02785946600710301
2005-08-04,2006-08-04,1460,0.029209548135464235
2005-08-04,2006-08-04,1825,0.030391595129375976
2005-08-04,2006-08-04,2190,0.031569266552511424
2005-08-04,2006-08-04,2555,0.032623335779517273
2005-08-04,2006-08-04,2920,0.03356652587519026
2005-08-04,2006-08-04,3285,0.03438205310333163
2005-08-04,2006-08-04,3650,0.034482754946727555
2005-08-05,2006-08-05,30,0.023873123212403372
2005-08-05,2006-08-05,61,0.024035239726027044
2005-08-05,2006-08-05,91,0.02419212667469481
2005-08-05,2006-08-05,122,0.02435424318831808
2005-08-05,2006-08-05,152,0.024511130136986498
2005-08-05,2006-08-05,182,0.024668017085654192
2005-08-05,2006-08-05,213,0.024839967163830783
2005-08-05,2006-08-05,243,0.02500568305572388
2005-08-05,2006-08-05,273,0.025170336181357247
2005-08-05,2006-08-05,304,0.02533969546347709
2005-08-05,2006-08-05,335,0.02550847799756298
2005-08-05,2006-08-05,365,0.025671405206435797
2005-08-05,2006-08-05,547,0.026395740746061352
2005-08-05,2006-08-05,730,0.027163414193302954
2005-08-05,2006-08-05,1095,0.028416083840690002
2005-08-05,2006-08-05,1460,0.029711028348554054
2005-08-05,2006-08-05,1825,0.030866379756468797
2005-08-05,2006-08-05,2190,0.03201304033485539
2005-08-05,2006-08-05,2555,0.03302849967384213
2005-08-05,2006-08-05,2920,0.033954502711187225
2005-08-05,2006-08-05,3285,0.0347464867664468
2005-08-05,2006-08-05,3650,0.034844170471841705
2005-08-08,2006-08-08,30,0.02388304230016663
2005-08-08,2006-08-08,61,0.02404095890410933
2005-08-08,2006-08-08,91,0.024193781424055198
2005-08-08,2006-08-08,122,0.0243516980279996
2005-08-08,2006-08-08,152,0.02450452054794524
2005-08-08,2006-08-08,182,0.024657343067890993
2005-08-08,2006-08-08,213,0.02480922171006263
2005-08-08,2006-08-08,243,0.024956623121376042
2005-08-08,2006-08-08,273,0.025104677087723216
2005-08-08,2006-08-08,304,0.02525814651901998
2005-08-08,2006-08-08,335,0.025411970082590832
2005-08-08,2006-08-08,365,0.025561083788706813
2005-08-08,2006-08-08,547,0.02628660722458383
2005-08-08,2006-08-08,730,0.02704878519786912
2005-08-08,2006-08-08,1095,0.028281171359715866
2005-08-08,2006-08-08,1460,0.029597783485540305
2005-08-08,2006-08-08,1825,0.03076032420091323
2005-08-08,2006-08-08,2190,0.0319007258371385
2005-08-08,2006-08-08,2555,0.03288783023483367
2005-08-08,2006-08-08,2920,0.0338135652111872
2005-08-08,2006-08-08,3285,0.03462238605614746
2005-08-08,2006-08-08,3650,0.034722343987823444
2005-08-09,2006-08-09,30,0.023772912840584637
2005-08-09,2006-08-09,61,0.023924109589040607
2005-08-09,2006-08-09,91,0.0240704290230322
2005-08-09,2006-08-09,122,0.024221625771488953
2005-08-09,2006-08-09,152,0.024367945205479573
2005-08-09,2006-08-09,182,0.024514264639470314
2005-08-09,2006-08-09,213,0.024679418705357645
2005-08-09,2006-08-09,243,0.02483826954263583
2005-08-09,2006-08-09,273,0.02499561193748138
2005-08-09,2006-08-09,304,0.025157088744449354
2005-08-09,2006-08-09,335,0.025317746941304644
2005-08-09,2006-08-09,365,0.025472639647844644
2005-08-09,2006-08-09,547,0.026192479666694368
2005-08-09,2006-08-09,730,0.026946324200913283
2005-08-09,2006-08-09,1095,0.028531156139015735
2005-08-09,2006-08-09,1460,0.029839301750380513
2005-08-09,2006-08-09,1825,0.030980219939117176
2005-08-09,2006-08-09,2190,0.032070889142567206
2005-08-09,2006-08-09,2555,0.033019700478364875
2005-08-09,2006-08-09,2920,0.03391997027207001
2005-08-09,2006-08-09,3285,0.03471511986301369
2005-08-09,2006-08-09,3650,0.03481356164383562
2005-08-10,2006-08-10,30,0.023842977570372383
2005-08-10,2006-08-10,61,0.023997534246575362
2005-08-10,2006-08-10,91,0.024147105223543606
2005-08-10,2006-08-10,122,0.024301661899743966
2005-08-10,2006-08-10,152,0.024451232876712407
2005-08-10,2006-08-10,182,0.024600803853680457
2005-08-10,2006-08-10,213,0.024745384766952778
2005-08-10,2006-08-10,243,0.024885999129658942
2005-08-10,2006-08-10,273,0.025027691626768538
2005-08-10,2006-08-10,304,0.025174900800334292
2005-08-10,2006-08-10,335,0.025322695062005542
2005-08-10,2006-08-10,365,0.025466138433515632
2005-08-10,2006-08-10,547,0.026174561483170298
2005-08-10,2006-08-10,730,0.026918515981735107
2005-08-10,2006-08-10,1095,0.02816953640284116
2005-08-10,2006-08-10,1460,0.029498834665144618
2005-08-10,2006-08-10,1825,0.03063228919330292
2005-08-10,2006-08-10,2190,0.031741861047691534
2005-08-10,2006-08-10,2555,0.032708733148510555
2005-08-10,2006-08-10,2920,0.03360513460806695
2005-08-10,2006-08-10,3285,0.034378883392524935
2005-08-10,2006-08-10,3650,0.034474398782344
2005-08-11,2006-08-11,30,0.023512637738972775
2005-08-11,2006-08-11,61,0.023649554794520078
2005-08-11,2006-08-11,91,0.02378205517085632
2005-08-11,2006-08-11,122,0.023918972226403577
2005-08-11,2006-08-11,152,0.024051472602739644
2005-08-11,2006-08-11,182,0.024183972979075728
2005-08-11,2006-08-11,213,0.02448235082035256
2005-08-11,2006-08-11,243,0.024759816748357002
2005-08-11,2006-08-11,273,0.025019832740034553
2005-08-11,2006-08-11,304,0.02527567138153853
2005-08-11,2006-08-11,335,0.0255220401924212
2005-08-11,2006-08-11,365,0.025753717744383748
2005-08-11,2006-08-11,547,0.026783154154253183
2005-08-11,2006-08-11,730,0.027804941019786922
2005-08-11,2006-08-11,1095,0.027898775367833587
2005-08-11,2006-08-11,1460,0.029135683980213052
2005-08-11,2006-08-11,1825,0.030297164383561625
2005-08-11,2006-08-11,2190,0.03144574898528665
2005-08-11,2006-08-11,2555,0.03244952163513806
2005-08-11,2006-08-11,2920,0.03336111610540334
2005-08-11,2006-08-11,3285,0.03415685713681718
2005-08-11,2006-08-11,3650,0.03425522070015221
2005-08-12,2006-08-12,30,0.023060427367153333
2005-08-12,2006-08-12,61,0.023186424657534094
2005-08-12,2006-08-12,91,0.023308357519192704
2005-08-12,2006-08-12,122,0.023434354809573888
2005-08-12,2006-08-12,152,0.023556287671233144
2005-08-12,2006-08-12,182,0.023678220532891477
2005-08-12,2006-08-12,213,0.023823281156202
2005-08-12,2006-08-12,243,0.02396232979344821
2005-08-12,2006-08-12,273,0.02409931815367895
2005-08-12,2006-08-12,304,0.024239356263787832
2005-08-12,2006-08-12,335,0.02437827629105639
2005-08-12,2006-08-12,365,0.024511918791742623
2005-08-12,2006-08-12,547,0.025267151380594925
2005-08-12,2006-08-12,730,0.026026816210045656
2005-08-12,2006-08-12,1095,0.027242337138508353
2005-08-12,2006-08-12,1460,0.028579583904109578
2005-08-12,2006-08-12,1825,0.029763224200913235
2005-08-12,2006-08-12,2190,0.030960548642820912
2005-08-12,2006-08-12,2555,0.03202239133507283
2005-08-12,2006-08-12,2920,0.03295081982496193
2005-08-12,2006-08-12,3285,0.03374879232200237
2005-08-12,2006-08-12,3650,0.03384726636225266
2005-08-15,2006-08-15,30,0.02291223317778236
2005-08-15,2006-08-15,61,0.02302815068493237
2005-08-15,2006-08-15,91,0.023140328917657726
2005-08-15,2006-08-15,122,0.02325624642480832
2005-08-15,2006-08-15,152,0.0233684246575346
2005-08-15,2006-08-15,182,0.023480602890260556
2005-08-15,2006-08-15,213,0.02362288178848264
2005-08-15,2006-08-15,243,0.02375872826722984
2005-08-15,2006-08-15,273,0.02389172572852978
2005-08-15,2006-08-15,304,0.024027059333651467
2005-08-15,2006-08-15,335,0.024160846817792438
2005-08-15,2006-08-15,365,0.02428921751669715
2005-08-15,2006-08-15,547,0.025035067175085652
2005-08-15,2006-08-15,730,0.025778101217656023
2005-08-15,2006-08-15,1095,0.027078006088280027
2005-08-15,2006-08-15,1460,0.02842585473744292
2005-08-15,2006-08-15,1825,0.029636338280060886
2005-08-15,2006-08-15,2190,0.03085903411973617
2005-08-15,2006-08-15,2555,0.031934392259186775
2005-08-15,2006-08-15,2920,0.03288465087519027
2005-08-15,2006-08-15,3285,0.03369999408083882
2005-08-15,2006-08-15,3650,0.03380053272450534
2005-08-16,2006-08-16,30,0.022391747704350262
2005-08-16,2006-08-16,61,0.02248246575342398
2005-08-16,2006-08-16,91,0.02257025741381934
2005-08-16,2006-08-16,122,0.022660975462893522
2005-08-16,2006-08-16,152,0.022748767123287692
2005-08-16,2006-08-16,182,0.02283655878368215
2005-08-16,2006-08-16,213,0.02300970813695372
2005-08-16,2006-08-16,243,0.0231715097151975
2005-08-16,2006-08-16,273,0.023324402498633195
2005-08-16,2006-08-16,304,0.023475834122110947
2005-08-16,2006-08-16,335,0.02362243107018995
2005-08-16,2006-08-16,365,0.023760856102003586
2005-08-16,2006-08-16,547,0.024547967467845128
2005-08-16,2006-08-16,730,0.02530940544140031
2005-08-16,2006-08-16,1095,0.02662271118721461
2005-08-16,2006-08-16,1460,0.02797232876712332
2005-08-16,2006-08-16,1825,0.02920202587519024
2005-08-16,2006-08-16,2190,0.030388711314053764
2005-08-16,2006-08-16,2555,0.03142417427701676
2005-08-16,2006-08-16,2920,0.03237440781963472
2005-08-16,2006-08-16,3285,0.03320278496533061
2005-08-16,2006-08-16,3650,0.03330503805175039
2005-08-17,2006-08-17,30,0.022493786542224236
2005-08-17,2006-08-17,61,0.022586520547944897
2005-08-17,2006-08-17,91,0.022676263134125706
2005-08-17,2006-08-17,122,0.02276899713984681
2005-08-17,2006-08-17,152,0.022858739726027394
2005-08-17,2006-08-17,182,0.022948482312208432
2005-08-17,2006-08-17,213,0.023122825059217925
2005-08-17,2006-08-17,243,0.023285839035405466
2005-08-17,2006-08-17,273,0.02344003311558697
2005-08-17,2006-08-17,304,0.023592874849002188
2005-08-17,2006-08-17,335,0.023740930151125727
2005-08-17,2006-08-17,365,0.023880800850030443
2005-08-17,2006-08-17,547,0.024669377808845476
2005-08-17,2006-08-17,730,0.02543389288432265
2005-08-17,2006-08-17,1095,0.026573030948756987
2005-08-17,2006-08-17,1460,0.027929192446727504
2005-08-17,2006-08-17,1825,0.029152738280060875
2005-08-17,2006-08-17,2190,0.0303525628488077
2005-08-17,2006-08-17,2555,0.03142187546205696
2005-08-17,2006-08-17,2920,0.03236655826674276
2005-08-17,2006-08-17,3285,0.033180209749704044
2005-08-17,2006-08-17,3650,0.033280554033485524
2005-08-18,2006-08-18,30,0.022168576170406563
2005-08-18,2006-08-18,61,0.022250390410958606
2005-08-18,2006-08-18,91,0.02232956548246297
2005-08-18,2006-08-18,122,0.022411379723016683
2005-08-18,2006-08-18,152,0.02249055479452062
2005-08-18,2006-08-18,182,0.022569729866024353
2005-08-18,2006-08-18,213,0.022735285823493913
2005-08-18,2006-08-18,243,0.02288964735055361
2005-08-18,2006-08-18,273,0.02303495845944883
2005-08-18,2006-08-18,304,0.023178451439774456
2005-08-18,2006-08-18,335,0.023317032887732923
2005-08-18,2006-08-18,365,0.023447646250759117
2005-08-18,2006-08-18,547,0.024227587240118247
2005-08-18,2006-08-18,730,0.024974500570776267
2005-08-18,2006-08-18,1095,0.02623003386605786
2005-08-18,2006-08-18,1460,0.027581125713470316
2005-08-18,2006-08-18,1825,0.028787376978690993
2005-08-18,2006-08-18,2190,0.029968871353373904
2005-08-18,2006-08-18,2555,0.031019454963035462
2005-08-18,2006-08-18,2920,0.03196503916952055
2005-08-18,2006-08-18,3285,0.03278591846355488
2005-08-18,2006-08-18,3650,0.032887197869101985
2005-08-19,2006-08-19,30,0.02229165060966404
2005-08-19,2006-08-19,61,0.022377328767122867
2005-08-19,2006-08-19,91,0.02246024311305173
2005-08-19,2006-08-19,122,0.02254592127051018
2005-08-19,2006-08-19,152,0.022628835616438508
2005-08-19,2006-08-19,182,0.022711749962366443
2005-08-19,2006-08-19,213,0.02287992505404196
2005-08-19,2006-08-19,243,0.02303690824291325
2005-08-19,2006-08-19,273,0.023184975543987206
2005-08-19,2006-08-19,304,0.02333141561468251
2005-08-19,2006-08-19,335,0.023473017160715606
2005-08-19,2006-08-19,365,0.023606605191256732
2005-08-19,2006-08-19,547,0.02436421291727284
2005-08-19,2006-08-19,730,0.025095980783866035
2005-08-19,2006-08-19,1095,0.02636895357686449
2005-08-19,2006-08-19,1460,0.02767651398401825
2005-08-19,2006-08-19,1825,0.028857699010654485
2005-08-19,2006-08-19,2190,0.03001658263571789
2005-08-19,2006-08-19,2555,0.03104537970210914
2005-08-19,2006-08-19,2920,0.03199951198630137
2005-08-19,2006-08-19,3285,0.032793072044647376
2005-08-19,2006-08-19,3650,0.03289036529680364
2005-08-22,2006-08-22,30,0.022243624717748836
2005-08-22,2006-08-22,61,0.022327958904109664
2005-08-22,2006-08-22,91,0.022409572632846465
2005-08-22,2006-08-22,122,0.022493906819208518
2005-08-22,2006-08-22,152,0.022575520547945278
2005-08-22,2006-08-22,182,0.022657134276682058
2005-08-22,2006-08-22,213,0.022815223478694406
2005-08-22,2006-08-22,243,0.022963057227876647
2005-08-22,2006-08-22,273,0.023102919875462202
2005-08-22,2006-08-22,304,0.023241577242488397
2005-08-22,2006-08-22,335,0.023375908806796887
2005-08-22,2006-08-22,365,0.02350282650273236
2005-08-22,2006-08-22,547,0.024282241870780222
2005-08-22,2006-08-22,730,0.0250296772260274
2005-08-22,2006-08-22,1095,0.026156058282597688
2005-08-22,2006-08-22,1460,0.027439119197108102
2005-08-22,2006-08-22,1825,0.028626432343987835
2005-08-22,2006-08-22,2190,0.029779925545408408
2005-08-22,2006-08-22,2555,0.03079123102848444
2005-08-22,2006-08-22,2920,0.031726601074961946
2005-08-22,2006-08-22,3285,0.032554389523084724
2005-08-22,2006-08-22,3650,0.032656703196347024
