Date,Term,Rate
2005-08-12,30,0.00149394
2005-08-12,61,0.00125787
2005-08-12,91,0.002077351
2005-08-12,122,0.000364384
2005-08-12,152,0.001181123
2005-08-12,182,0.002246096
2005-08-12,213,0.002629517
2005-08-12,243,0.00285703
2005-08-12,273,0.003382261
2005-08-12,304,0.003444864
2005-08-12,335,0.003139789
2005-08-12,365,0.003533456
2005-08-12,547,0.004422757
2005-08-12,730,0.004591889
2005-08-12,1095,0.004791798
2005-08-12,1460,0.003925654
2005-08-12,1825,0.003423258
2005-08-12,2190,0.003439308
2005-08-12,2555,0.003069724
2005-08-12,2920,0.002629732
2005-08-12,3285,0.002363324
2005-08-12,3650,0.002470123
2005-08-15,30,0.00143806
2005-08-15,61,0.001107256
2005-08-15,91,0.002140393
2005-08-15,122,0.000376916
2005-08-15,152,0.001053557
2005-08-15,182,0.001960758
2005-08-15,213,0.002553018
2005-08-15,243,0.002845687
2005-08-15,273,0.003285114
2005-08-15,304,0.003314718
2005-08-15,335,0.003636381
2005-08-15,365,0.003742534
2005-08-15,547,0.004153516
2005-08-15,730,0.004627372
2005-08-15,1095,0.004865503
2005-08-15,1460,0.003912892
2005-08-15,1825,0.003414305
2005-08-15,2190,0.003500831
2005-08-15,2555,0.003036749
2005-08-15,2920,0.00267157
2005-08-15,3285,0.002388146
2005-08-15,3650,0.002465099
2005-08-16,30,0.001458934
2005-08-16,61,0.001147832
2005-08-16,91,0.001865731
2005-08-16,122,1.24E-05
2005-08-16,152,0.000942012
2005-08-16,182,0.001441377
2005-08-16,213,0.002193278
2005-08-16,243,0.002711727
2005-08-16,273,0.002775078
2005-08-16,304,0.003103543
2005-08-16,335,0.00320127
2005-08-16,365,0.003325262
2005-08-16,547,0.004101052
2005-08-16,730,0.004732791
2005-08-16,1095,0.004783729
2005-08-16,1460,0.003856887
2005-08-16,1825,0.003451785
2005-08-16,2190,0.003364585
2005-08-16,2555,0.002870057
2005-08-16,2920,0.002746458
2005-08-16,3285,0.002457164
2005-08-16,3650,0.002457408
2005-08-17,30,0.001358761
2005-08-17,61,0.001101429
2005-08-17,91,0.001933715
2005-08-17,122,0.000231025
2005-08-17,152,0.001131612
2005-08-17,182,0.001497178
2005-08-17,213,0.002383068
2005-08-17,243,0.002832258
2005-08-17,273,0.002846357
2005-08-17,304,0.003170111
2005-08-17,335,0.003605367
2005-08-17,365,0.003560713
2005-08-17,547,0.004013792
2005-08-17,730,0.004868738
2005-08-17,1095,0.004492504
2005-08-17,1460,0.00393911
2005-08-17,1825,0.003510659
2005-08-17,2190,0.003337606
2005-08-17,2555,0.003018822
2005-08-17,2920,0.002658686
2005-08-17,3285,0.002357555
2005-08-17,3650,0.002454418
2005-08-18,30,0.001643831
2005-08-18,61,0.001163148
2005-08-18,91,0.001282656
2005-08-18,122,-0.000243383
2005-08-18,152,0.000868234
2005-08-18,182,0.001297118
2005-08-18,213,0.002089066
2005-08-18,243,0.002429773
2005-08-18,273,0.002755577
2005-08-18,304,0.003020399
2005-08-18,335,0.00246877
2005-08-18,365,0.002872764
2005-08-18,547,0.004130203
2005-08-18,730,0.00453597
2005-08-18,1095,0.004690499
2005-08-18,1460,0.003848891
2005-08-18,1825,0.003394979
2005-08-18,2190,0.003310693
2005-08-18,2555,0.002948585
2005-08-18,2920,0.002681357
2005-08-18,3285,0.002387331
2005-08-18,3650,0.00244252
2005-08-19,30,0.001420358
2005-08-19,61,0.001079982
2005-08-19,91,0.00181204
2005-08-19,122,0.000159852
2005-08-19,152,0.000871444
2005-08-19,182,0.001136772
2005-08-19,213,0.002381378
2005-08-19,243,0.002561803
2005-08-19,273,0.002777638
2005-08-19,304,0.002978616
2005-08-19,335,0.003229769
2005-08-19,365,0.003311516
2005-08-19,547,0.004000769
2005-08-19,730,0.004668172
2005-08-19,1095,0.004704988
2005-08-19,1460,0.003797782
2005-08-19,1825,0.003349506
2005-08-19,2190,0.003324442
2005-08-19,2555,0.002880149
2005-08-19,2920,0.002805129
2005-08-19,3285,0.002301096
2005-08-19,3650,0.002259659
2005-08-22,30,0.001333115
2005-08-22,61,0.001393519
2005-08-22,91,0.001882842
2005-08-22,122,-0.00031654
2005-08-22,152,0.000905439
2005-08-22,182,0.001351129
2005-08-22,213,0.002090393
2005-08-22,243,0.002746074
2005-08-22,273,0.002657363
2005-08-22,304,0.003140077
2005-08-22,335,0.002925807
2005-08-22,365,0.003142613
2005-08-22,547,0.003994765
2005-08-22,730,0.004611373
2005-08-22,1095,0.004510936
2005-08-22,1460,0.00374247
2005-08-22,1825,0.003455255
2005-08-22,2190,0.003276524
2005-08-22,2555,0.002827325
2005-08-22,2920,0.002704942
2005-08-22,3285,0.00246785
2005-08-22,3650,0.00245889
2005-08-23,30,0.001434467
2005-08-23,61,0.001200512
2005-08-23,91,0.001862885
2005-08-23,122,0.000297835
2005-08-23,152,0.000993969
2005-08-23,182,0.001563441
2005-08-23,213,0.002257874
2005-08-23,243,0.002672859
2005-08-23,273,0.003014842
2005-08-23,304,0.003104137
2005-08-23,335,0.003507547
2005-08-23,365,0.003505253
2005-08-23,547,0.004042448
2005-08-23,730,0.004706217
2005-08-23,1095,0.004362305
2005-08-23,1460,0.003862014
2005-08-23,1825,0.003278957
2005-08-23,2190,0.0033628
2005-08-23,2555,0.002957435
2005-08-23,2920,0.002567481
2005-08-23,3285,0.002301143
2005-08-23,3650,0.002356028
2005-08-24,30,0.001390064
2005-08-24,61,0.001190467
2005-08-24,91,0.00189589
2005-08-24,122,0.000376881
2005-08-24,152,0.001173215
2005-08-24,182,0.001683444
2005-08-24,213,0.002449501
2005-08-24,243,0.002735014
2005-08-24,273,0.003031426
2005-08-24,304,0.003254669
2005-08-24,335,0.00362053
2005-08-24,365,0.003583262
2005-08-24,547,0.003990313
2005-08-24,730,0.004580556
2005-08-24,1095,0.00460405
2005-08-24,1460,0.003744056
2005-08-24,1825,0.003245846
2005-08-24,2190,0.003354961
2005-08-24,2555,0.002830917
2005-08-24,2920,0.002690678
2005-08-24,3285,0.002372331
2005-08-24,3650,0.002342681
2005-08-25,30,0.001377613
2005-08-25,61,0.001236744
2005-08-25,91,0.0017808
2005-08-25,122,-4.92E-05
2005-08-25,152,0.000870512
2005-08-25,182,0.001375429
2005-08-25,213,0.002277345
2005-08-25,243,0.002453434
2005-08-25,273,0.00284103
2005-08-25,304,0.003083789
2005-08-25,335,0.003195482
2005-08-25,365,0.003263483
2005-08-25,547,0.00392373
2005-08-25,730,0.004569841
2005-08-25,1095,0.004423974
2005-08-25,1460,0.003708588
2005-08-25,1825,0.003288845
2005-08-25,2190,0.00335477
2005-08-25,2555,0.0029382
2005-08-25,2920,0.00253912
2005-08-25,3285,0.002406535
2005-08-25,3650,0.002497959
2005-08-26,30,0.001459632
2005-08-26,61,0.001383083
2005-08-26,91,0.001802972
2005-08-26,122,3.58E-05
2005-08-26,152,0.001540772
2005-08-26,182,0.001658444
2005-08-26,213,0.002362937
2005-08-26,243,0.003454496
2005-08-26,273,0.002934822
2005-08-26,304,0.003805408
2005-08-26,335,0.00322476
2005-08-26,365,0.00345015
2005-08-26,547,0.004213259
2005-08-26,730,0.004534237
2005-08-26,1095,0.00419393
2005-08-26,1460,0.003660345
2005-08-26,1825,0.003381908
2005-08-26,2190,0.003333433
2005-08-26,2555,0.002886336
2005-08-26,2920,0.002612768
2005-08-26,3285,0.002303221
2005-08-26,3650,0.002321452
2005-08-29,30,0.001439897
2005-08-29,61,0.001388307
2005-08-29,91,0.00212678
2005-08-29,122,0.000534049
2005-08-29,152,0.001635083
2005-08-29,182,0.001789437
2005-08-29,213,0.002660514
2005-08-29,243,0.003331051
2005-08-29,273,0.003226863
2005-08-29,304,0.003615723
2005-08-29,335,0.003702296
2005-08-29,365,0.003736251
2005-08-29,547,0.004083331
2005-08-29,730,0.004592553
2005-08-29,1095,0.004093389
2005-08-29,1460,0.003719957
2005-08-29,1825,0.003458588
2005-08-29,2190,0.003114666
2005-08-29,2555,0.002719074
2005-08-29,2920,0.002753267
2005-08-29,3285,0.002494888
2005-08-29,3650,0.00240962
2005-08-30,30,0.001201127
2005-08-30,61,0.001742021
2005-08-30,91,0.001819335
2005-08-30,122,-0.000447727
2005-08-30,152,0.001270238
2005-08-30,182,0.001683687
2005-08-30,213,0.002268368
2005-08-30,243,0.002732847
2005-08-30,273,0.003319743
2005-08-30,304,0.003243856
2005-08-30,335,0.003333294
2005-08-30,365,0.003453894
2005-08-30,547,0.0040441
2005-08-30,730,0.004421007
2005-08-30,1095,0.004869772
2005-08-30,1460,0.003480706
2005-08-30,1825,0.003130863
2005-08-30,2190,0.003305758
2005-08-30,2555,0.002941624
2005-08-30,2920,0.002579998
2005-08-30,3285,0.002333024
2005-08-30,3650,0.002452049
2005-08-31,30,0.00123728
2005-08-31,61,0.001062089
2005-08-31,91,0.001589405
2005-08-31,122,-0.000489343
2005-08-31,152,0.001126004
2005-08-31,182,0.001399661
2005-08-31,213,0.002105613
2005-08-31,243,0.002505348
2005-08-31,273,0.002812415
2005-08-31,304,0.003146423
2005-08-31,335,0.003482671
2005-08-31,365,0.003477905
2005-08-31,547,0.00391612
2005-08-31,730,0.00453356
2005-08-31,1095,0.004217175
2005-08-31,1460,0.003424361
2005-08-31,1825,0.003290474
2005-08-31,2190,0.003301916
2005-08-31,2555,0.002944574
2005-08-31,2920,0.002602091
2005-08-31,3285,0.002455017
2005-08-31,3650,0.002537868
2005-09-01,30,0.001026502
2005-09-01,61,0.001351028
2005-09-01,91,0.001823696
2005-09-01,122,-0.001172145
2005-09-01,152,0.000548516
2005-09-01,182,0.000984289
2005-09-01,213,0.001742926
2005-09-01,243,0.002120563
2005-09-01,273,0.002459922
2005-09-01,304,0.002706317
2005-09-01,335,0.002806554
2005-09-01,365,0.00291308
2005-09-01,547,0.003686265
2005-09-01,730,0.004420249
2005-09-01,1095,0.004126357
2005-09-01,1460,0.003636302
2005-09-01,1825,0.003194362
2005-09-01,2190,0.003393635
2005-09-01,2555,0.002925097
2005-09-01,2920,0.002661423
2005-09-01,3285,0.002375354
2005-09-01,3650,0.002341987
2005-09-02,30,0.00101035
2005-09-02,61,0.001656848
2005-09-02,91,0.002028322
2005-09-02,122,-0.000982399
2005-09-02,152,0.000862637
2005-09-02,182,0.001135772
2005-09-02,213,0.001666728
2005-09-02,243,0.002027337
2005-09-02,273,0.002488583
2005-09-02,304,0.00270229
2005-09-02,335,0.002811964
2005-09-02,365,0.002917188
2005-09-02,547,0.00369716
2005-09-02,730,0.004402108
2005-09-02,1095,0.004127273
2005-09-02,1460,0.003646922
2005-09-02,1825,0.00331342
2005-09-02,2190,0.003222962
2005-09-02,2555,0.002888701
2005-09-02,2920,0.002750503
2005-09-02,3285,0.00235142
2005-09-02,3650,0.002322654
2005-09-05,30,0.001242049
2005-09-05,61,0.001361107
2005-09-05,91,0.00149737
2005-09-05,122,-0.001284607
2005-09-05,152,0.000763104
2005-09-05,182,0.00077622
2005-09-05,213,0.001680416
2005-09-05,243,0.002132404
2005-09-05,273,0.00209952
2005-09-05,304,0.002145793
2005-09-05,335,0.003672037
2005-09-05,365,0.003308997
2005-09-05,547,0.00342018
2005-09-05,730,0.004476981
2005-09-05,1095,0.004261791
2005-09-05,1460,0.003594719
2005-09-05,1825,0.003212811
2005-09-05,2190,0.003299619
2005-09-05,2555,0.002857281
2005-09-05,2920,0.00264473
2005-09-05,3285,0.002405198
2005-09-05,3650,0.002401691
2005-09-06,30,0.001228927
2005-09-06,61,0.001401738
2005-09-06,91,0.002002432
2005-09-06,122,-0.001275036
2005-09-06,152,0.000751021
2005-09-06,182,0.001045441
2005-09-06,213,0.001772383
2005-09-06,243,0.00227116
2005-09-06,273,0.002576802
2005-09-06,304,0.002835068
2005-09-06,335,0.002938886
2005-09-06,365,0.003050452
2005-09-06,547,0.003795115
2005-09-06,730,0.004378804
2005-09-06,1095,0.004256072
2005-09-06,1460,0.00374077
2005-09-06,1825,0.003175889
2005-09-06,2190,0.00319477
2005-09-06,2555,0.002901528
2005-09-06,2920,0.002704245
2005-09-06,3285,0.002249576
2005-09-06,3650,0.002227532
2005-09-07,30,0.001174844
2005-09-07,61,0.001900368
2005-09-07,91,0.001724923
2005-09-07,122,-0.000672713
2005-09-07,152,0.000941577
2005-09-07,182,0.001136142
2005-09-07,213,0.001906357
2005-09-07,243,0.002398871
2005-09-07,273,0.002682927
2005-09-07,304,0.003021735
2005-09-07,335,0.003346558
2005-09-07,365,0.003321117
2005-09-07,547,0.003743078
2005-09-07,730,0.004467364
2005-09-07,1095,0.004114013
2005-09-07,1460,0.003718171
2005-09-07,1825,0.003296865
2005-09-07,2190,0.003287263
2005-09-07,2555,0.002885053
2005-09-07,2920,0.002713398
2005-09-07,3285,0.002403513
2005-09-07,3650,0.002362906
2005-09-08,30,0.00141394
2005-09-08,61,0.001734066
2005-09-08,91,0.001805479
2005-09-08,122,-0.001007052
2005-09-08,152,0.000825871
2005-09-08,182,0.00115436
2005-09-08,213,0.001788951
2005-09-08,243,0.002419607
2005-09-08,273,0.002449337
2005-09-08,304,0.002718433
2005-09-08,335,0.003415951
2005-09-08,365,0.003269858
2005-09-08,547,0.003614692
2005-09-08,730,0.004507775
2005-09-08,1095,0.00415725
2005-09-08,1460,0.003712991
2005-09-08,1825,0.00325248
2005-09-08,2190,0.003130685
2005-09-08,2555,0.002704093
2005-09-08,2920,0.002783975
2005-09-08,3285,0.002576665
2005-09-08,3650,0.002451464
2005-09-09,30,0.001414333
2005-09-09,61,0.001896666
2005-09-09,91,0.001384454
2005-09-09,122,-0.0009759
2005-09-09,152,0.001572515
2005-09-09,182,0.001230657
2005-09-09,213,0.002047698
2005-09-09,243,0.002479233
2005-09-09,273,0.002684222
2005-09-09,304,0.002975112
2005-09-09,335,0.003064958
2005-09-09,365,0.003120631
2005-09-09,547,0.003690603
2005-09-09,730,0.004305421
2005-09-09,1095,0.004157276
2005-09-09,1460,0.003610796
2005-09-09,1825,0.003207719
2005-09-09,2190,0.00311119
2005-09-09,2555,0.002850325
2005-09-09,2920,0.002713931
2005-09-09,3285,0.002249532
2005-09-09,3650,0.002228379
2005-09-12,30,0.000804889
2005-09-12,61,0.001423938
2005-09-12,91,0.00258791
2005-09-12,122,-0.000487262
2005-09-12,152,0.001432936
2005-09-12,182,0.0019639
2005-09-12,213,0.002274663
2005-09-12,243,0.002929823
2005-09-12,273,0.00328498
2005-09-12,304,0.003322165
2005-09-12,335,0.003612793
2005-09-12,365,0.003574067
2005-09-12,547,0.003845869
2005-09-12,730,0.004441997
2005-09-12,1095,0.004302353
2005-09-12,1460,0.003611375
2005-09-12,1825,0.003246066
2005-09-12,2190,0.00331716
2005-09-12,2555,0.00289829
2005-09-12,2920,0.002660798
2005-09-12,3285,0.002468443
2005-09-12,3650,0.002478841
2005-09-13,30,0.001232295
2005-09-13,61,0.001404199
2005-09-13,91,0.001668487
2005-09-13,122,-0.00050538
2005-09-13,152,0.001495298
2005-09-13,182,0.001803623
2005-09-13,213,0.002152562
2005-09-13,243,0.002889433
2005-09-13,273,0.002881012
2005-09-13,304,0.003269248
2005-09-13,335,0.003471742
2005-09-13,365,0.003506933
2005-09-13,547,0.003786867
2005-09-13,730,0.004313949
2005-09-13,1095,0.00424829
2005-09-13,1460,0.003510783
2005-09-13,1825,0.003186039
2005-09-13,2190,0.003326355
2005-09-13,2555,0.002924664
2005-09-13,2920,0.002679563
2005-09-13,3285,0.002323638
2005-09-13,3650,0.00231125
2005-09-14,30,0.001223998
2005-09-14,61,0.001744321
2005-09-14,91,0.00210382
2005-09-14,122,-0.00048981
2005-09-14,152,0.001656052
2005-09-14,182,0.001956091
